filename,d(vresi),t(vresi),d(vmesi),t(vmesi),d(vreis),t(vreis),d(vmeis),t(vmeis),d(presi),t(presi),d(pmesi),t(pmesi),d(preis),t(preis),d(pmeis),t(pmeis)
wt_50_035.txt,20.50,8.70,3.17,3.46,12.80,9.74,3.17,3.38,8.27,16.22,3.17,6.39,8.89,17.75,3.17,5.94
wt_50_036.txt,2.35,11.14,2.12,4.78,5.26,14.95,2.55,4.27,1.36,24.39,1.26,18.24,4.90,21.15,1.26,21.28
wt_50_037.txt,0.00,11.22,1.58,4.36,0.00,8.15,1.58,4.27,0.00,26.65,1.58,10.65,0.00,23.29,1.58,10.37
wt_50_038.txt,0.08,11.09,0.49,6.47,0.08,8.84,0.49,6.43,0.49,24.71,0.42,17.65,0.63,19.03,6.75,13.19
wt_50_039.txt,0.11,12.95,0.11,7.17,1.75,10.97,0.11,7.32,0.00,33.00,0.17,18.81,0.06,24.06,0.11,22.14
wt_50_040.txt,2.39,8.25,0.03,6.27,0.83,12.96,0.83,5.79,0.55,27.04,0.83,17.39,0.55,25.96,0.83,17.45
wt_50_041.txt,1.06,12.04,0.67,11.55,0.30,12.72,0.20,8.63,0.30,38.62,1.21,30.96,0.00,28.54,0.30,39.86
wt_50_042.txt,0.86,9.01,0.15,7.62,0.08,10.93,0.15,9.78,0.28,32.08,0.20,31.41,0.20,21.69,0.20,31.39
wt_50_043.txt,0.21,10.96,0.36,8.51,0.47,12.61,0.36,8.22,0.00,36.21,0.59,27.43,0.36,27.08,0.59,27.62
wt_50_044.txt,0.11,12.83,0.40,7.60,0.23,6.44,0.45,5.46,0.65,26.10,0.51,19.52,0.24,21.41,0.40,23.58
wt_50_045.txt,0.68,12.71,0.86,11.30,0.68,9.62,0.86,11.13,0.30,36.39,1.24,33.73,0.13,17.62,0.98,32.37
wt_50_046.txt,0.00,9.04,0.01,4.33,0.01,7.21,0.01,4.76,0.00,30.94,0.00,20.78,0.00,10.61,0.00,20.78
wt_50_047.txt,0.00,5.42,0.16,3.10,0.00,4.58,0.16,3.40,0.00,20.93,0.04,24.36,0.03,6.45,0.16,19.21
wt_50_048.txt,0.09,7.79,0.08,5.65,0.08,6.71,0.08,7.20,0.00,29.09,0.08,24.31,0.00,18.22,0.00,23.11
wt_50_049.txt,0.00,9.42,0.00,8.57,0.00,7.62,0.24,5.42,0.03,30.48,0.00,29.24,0.00,13.23,0.00,14.33
wt_50_050.txt,0.00,5.59,0.00,5.45,0.00,5.39,0.00,3.72,0.00,6.01,0.00,25.07,0.00,9.09,0.00,7.07
wt_50_051.txt,(0),5.98,(0),0.75,(0),3.37,(0),0.82,(0),7.56,(0),0.77,(0),7.40,(0),0.89
wt_50_052.txt,(0),5.26,(0),0.72,(0),6.22,(0),0.94,(0),3.91,(0),0.82,(0),5.08,(0),0.74
wt_50_053.txt,(0),3.84,(0),0.75,(0),3.77,(0),0.75,(0),7.02,(0),0.75,(0),6.73,(0),0.77
wt_50_054.txt,(0),5.57,(0),0.76,(0),4.21,(0),0.75,(0),5.48,(0),0.76,(0),7.65,(0),0.76
wt_50_055.txt,(0),4.18,(0),0.75,(0),4.86,(0),0.74,(0),7.24,(0),0.74,(0),7.68,(0),0.73
wt_50_056.txt,5.33,6.74,0.00,1.47,5.33,6.28,0.00,1.57,5.33,7.66,0.00,3.35,5.33,8.00,0.00,3.39
wt_50_057.txt,15.90,12.32,1.58,2.56,27.64,11.00,1.58,2.41,10.33,12.89,1.58,4.60,7.50,15.40,1.58,4.67
wt_50_058.txt,104.52,7.19,0.00,2.04,98.73,9.99,0.00,2.31,12.29,15.26,0.00,7.43,13.64,10.64,0.00,6.92
wt_50_059.txt,20.27,11.38,8.62,3.64,21.41,12.40,8.62,4.26,23.85,14.49,0.00,10.03,18.44,16.85,0.00,9.80
wt_50_060.txt,9.99,10.25,1.93,4.19,9.99,8.18,1.93,3.35,9.99,13.30,1.93,9.68,0.14,13.32,1.93,6.85
wt_50_061.txt,3.74,15.49,3.07,5.20,3.02,9.20,3.07,6.19,3.56,26.25,1.60,20.02,3.11,24.23,1.60,20.16
wt_50_062.txt,2.75,16.07,3.82,6.29,11.25,11.81,3.05,7.77,7.68,18.64,0.91,18.84,2.02,23.62,0.91,18.72
wt_50_063.txt,0.17,15.13,0.00,6.79,0.07,9.19,0.00,7.19,5.62,24.08,0.00,19.15,5.62,18.22,0.00,18.75
wt_50_064.txt,0.17,17.00,4.66,9.73,4.52,14.44,0.59,10.65,5.05,23.80,0.85,24.38,1.75,20.29,0.67,23.16
wt_50_065.txt,1.61,13.44,0.50,8.24,6.52,12.65,0.43,7.14,1.33,29.17,0.37,20.42,1.65,26.75,0.37,21.04
wt_50_066.txt,0.50,10.25,0.08,9.72,0.06,9.50,0.41,9.38,0.10,36.92,0.13,32.76,0.27,26.09,0.14,29.15
wt_50_067.txt,0.09,13.55,0.69,11.50,0.87,8.56,0.64,11.53,0.45,29.18,1.43,24.17,0.00,21.75,0.62,29.64
wt_50_068.txt,0.65,12.99,0.23,8.15,0.00,7.53,1.18,5.18,0.80,32.78,1.03,27.51,0.00,17.02,0.00,26.89
wt_50_069.txt,0.63,19.16,1.37,9.56,0.01,11.93,0.80,14.68,0.59,30.47,1.34,33.89,0.22,22.51,1.35,31.04
wt_50_070.txt,0.22,10.39,2.95,6.10,0.29,8.12,2.95,5.40,0.18,37.50,3.05,26.54,1.55,23.41,2.95,21.64
wt_50_071.txt,0.00,9.47,0.39,9.21,0.20,6.09,0.26,10.81,0.06,44.25,0.39,28.95,0.20,21.57,0.39,29.53
wt_50_072.txt,0.18,10.59,0.20,9.80,0.00,8.21,0.19,6.80,0.12,23.74,0.20,33.43,0.02,19.28,0.13,31.67
wt_50_073.txt,0.01,11.35,0.17,6.30,0.00,5.88,0.14,5.47,0.01,35.47,0.22,20.46,0.03,17.84,0.22,22.14
wt_50_074.txt,0.11,10.06,0.36,11.24,0.18,8.33,0.36,6.00,0.07,29.77,0.36,32.33,0.07,17.45,0.06,32.49
wt_50_075.txt,0.02,10.98,0.02,6.19,0.02,7.99,0.02,7.51,0.00,28.02,0.17,26.37,0.00,14.50,0.09,22.80
wt_50_076.txt,(0),3.62,(0),0.72,(0),3.74,(0),0.75,(0),7.32,(0),0.73,(0),4.86,(0),0.73
wt_50_077.txt,(0),5.25,(0),0.77,(0),4.11,(0),0.75,(0),5.92,(0),0.74,(0),8.05,(0),0.73
wt_50_078.txt,(0),2.75,(0),0.75,(0),2.22,(0),0.75,(0),3.75,(0),0.73,(0),3.52,(0),0.76
wt_50_079.txt,(0),4.44,(0),0.75,(0),4.07,(0),0.77,(0),6.08,(0),0.78,(0),4.69,(0),0.76
wt_50_080.txt,(0),5.24,(0),0.73,(0),4.84,(0),0.74,(166),5.80,(0),0.74,(0),6.83,(0),0.77
wt_50_081.txt,50.49,10.66,0.00,2.78,50.49,8.07,0.00,0.87,50.49,18.24,0.00,3.22,50.49,14.16,0.00,1.35
wt_50_082.txt,55.61,12.43,6.99,5.61,9.20,9.14,7.32,7.36,10.78,20.99,7.32,12.21,10.74,19.30,1.29,11.54
wt_50_083.txt,56.42,13.63,0.00,3.35,56.42,14.56,0.00,2.58,56.42,18.37,0.00,5.18,35.25,16.03,0.00,4.29
wt_50_084.txt,3.15,10.20,0.00,1.45,61.81,14.64,0.00,1.52,24.61,12.17,0.00,2.01,38.39,13.74,0.00,2.19
wt_50_085.txt,30.90,6.84,0.00,3.41,6.93,10.72,0.42,4.06,26.53,12.32,0.42,4.78,30.90,12.32,0.42,5.33
wt_50_086.txt,0.00,18.67,5.42,7.95,1.43,9.99,3.33,6.11,0.63,27.27,0.37,17.70,1.33,25.50,0.64,19.11
wt_50_087.txt,2.17,14.73,2.07,9.54,2.67,16.28,2.07,7.42,5.53,36.05,3.95,19.18,2.85,23.45,1.99,22.95
wt_50_088.txt,3.60,15.27,1.38,6.01,0.29,9.61,0.00,7.29,1.43,28.12,1.38,16.43,0.36,24.67,0.00,19.91
wt_50_089.txt,0.01,14.14,3.77,14.84,0.45,12.54,3.41,13.28,1.80,29.96,3.66,25.92,0.82,25.02,3.27,24.49
wt_50_090.txt,1.52,14.83,2.55,9.87,0.67,9.11,7.53,10.40,0.49,22.71,0.89,22.46,1.01,22.45,3.75,19.00
wt_50_091.txt,0.17,16.93,0.21,14.54,0.00,11.28,0.10,12.61,0.13,39.41,0.24,28.53,0.07,25.16,0.39,30.63
wt_50_092.txt,0.16,17.06,0.55,8.23,0.55,10.84,0.55,9.20,0.51,36.77,0.64,26.54,0.54,25.35,0.64,31.34
wt_50_093.txt,0.51,13.35,0.53,10.18,0.21,9.15,0.53,9.68,0.14,42.67,0.99,23.49,0.32,22.43,0.87,24.97
wt_50_094.txt,1.42,11.79,1.90,5.57,1.18,10.78,0.98,6.44,0.00,36.30,1.94,17.50,0.27,26.38,0.48,17.51
wt_50_095.txt,0.52,15.46,0.79,7.81,2.49,11.36,1.01,6.73,0.24,37.12,1.29,17.58,0.05,23.77,1.29,17.70
wt_50_096.txt,0.04,12.47,0.00,7.17,0.00,8.75,0.03,7.17,0.04,29.25,0.00,28.54,0.04,13.71,0.03,25.19
wt_50_097.txt,0.62,10.25,0.71,10.32,0.00,8.87,0.71,5.13,0.00,33.03,0.31,28.36,0.00,26.26,0.31,21.22
wt_50_098.txt,0.29,8.15,0.00,10.84,0.00,10.18,0.00,6.04,0.01,40.28,0.01,31.80,0.00,11.12,0.29,20.82
wt_50_099.txt,0.00,9.62,0.01,7.43,0.01,4.96,0.01,5.74,0.01,32.03,0.01,25.01,0.09,11.38,0.01,21.71
wt_50_100.txt,0.04,11.65,0.55,8.63,0.03,4.39,0.60,5.00,0.00,27.87,0.60,26.20,0.07,13.58,1.38,24.25
wt_50_101.txt,(0),4.03,(0),0.75,(0),3.75,(0),0.91,(0),5.91,(0),0.79,(0),7.61,(0),0.73
wt_50_102.txt,(0),5.46,(0),0.75,(0),4.57,(0),0.75,(0),5.84,(0),0.74,(0),5.97,(0),0.75
wt_50_103.txt,(0),3.14,(0),0.75,(0),2.14,(0),0.75,(0),5.52,(0),0.73,(0),8.15,(0),0.75
wt_50_104.txt,(0),6.23,(0),0.83,(0),4.78,(0),0.75,(0),6.30,(0),0.81,(0),6.39,(0),0.75
wt_50_105.txt,(365),9.72,(0),0.97,(229),8.50,(0),0.78,(0),10.97,(0),0.75,(199),9.94,(0),0.78
wt_50_106.txt,(0),5.88,(0),1.10,(0),5.81,(0),0.76,(0),10.82,(0),0.75,(0),11.77,(0),0.76
wt_50_107.txt,23.47,14.88,4.72,4.28,6.23,14.32,5.42,2.63,15.32,18.41,5.01,7.11,7.63,21.53,5.01,9.28
wt_50_108.txt,(0),7.72,(0),1.11,(0),10.08,(0),0.77,(0),17.65,(0),0.91,(0),15.14,(0),0.75
wt_50_109.txt,24.07,19.70,12.85,4.31,8.29,13.70,12.85,4.86,15.73,31.26,1.29,11.61,5.80,26.62,1.29,11.32
wt_50_110.txt,18.69,10.91,11.20,2.92,13.13,7.31,11.97,2.33,13.13,18.92,11.20,3.38,17.99,13.80,11.97,5.85
wt_50_111.txt,1.40,15.20,0.68,8.38,0.82,15.21,2.82,2.89,0.08,30.96,0.68,11.87,11.36,22.63,0.68,11.77
wt_50_112.txt,0.21,11.71,2.86,6.17,4.94,8.11,10.20,4.71,0.00,28.01,0.00,13.49,0.09,18.08,2.86,16.06
wt_50_113.txt,3.46,17.86,3.87,11.11,2.46,11.27,3.87,7.36,3.54,31.77,0.71,27.05,1.82,23.81,0.90,25.46
wt_50_114.txt,3.11,15.24,8.57,5.45,2.99,12.01,8.57,4.80,3.27,22.99,1.26,18.39,1.49,26.02,8.68,10.55
wt_50_115.txt,9.20,14.49,1.83,6.32,0.93,11.11,1.83,6.20,8.23,20.04,1.83,11.43,8.06,21.66,1.28,16.04
wt_50_116.txt,2.91,11.89,2.65,7.21,1.65,11.43,2.74,8.81,1.09,28.53,3.22,22.81,1.26,26.06,3.76,18.04
wt_50_117.txt,0.35,13.29,0.20,11.60,0.01,7.83,2.16,7.62,0.13,33.64,2.46,27.97,0.33,24.70,0.14,32.53
wt_50_118.txt,0.26,13.79,0.07,11.49,0.49,6.29,0.03,8.66,0.82,34.36,0.26,32.47,0.03,19.94,0.38,24.85
wt_50_119.txt,0.13,15.79,0.20,11.90,0.01,10.70,0.22,10.14,0.13,25.26,0.22,31.06,0.09,24.13,0.22,23.23
wt_50_120.txt,0.08,13.60,0.40,14.16,0.09,9.08,0.40,7.43,0.03,34.37,0.81,35.58,0.10,21.88,0.40,31.56
wt_50_121.txt,1.51,11.46,1.51,10.84,0.07,7.98,1.51,6.38,0.07,30.74,0.07,39.11,0.00,17.86,0.48,30.63
wt_50_122.txt,0.00,11.88,0.36,10.39,0.06,6.92,0.42,6.44,0.40,35.11,0.06,34.68,0.00,24.08,0.38,28.52
wt_50_123.txt,1.12,14.09,0.63,7.88,0.44,7.99,0.27,7.45,0.56,25.59,0.49,26.59,0.00,26.06,0.52,24.11
wt_50_124.txt,0.05,10.71,0.19,11.91,0.18,10.51,0.09,13.61,0.05,28.52,0.14,25.51,0.06,18.42,0.09,28.99
wt_50_125.txt,0.40,12.10,0.43,9.32,0.24,9.23,0.36,10.95,0.05,37.82,0.41,30.90,0.00,12.99,0.22,31.23
