filename,d(ebr),t(ebr),d(ebe),t(ebe),d(ebm),t(ebm),d(efr),t(efr),d(efe),t(efe),d(efm),t(efm),d(sbr),t(sbr),d(sbe),t(sbe),d(sbm),t(sbm),d(sfr),t(sfr),d(sfe),t(sfe),d(sfm),t(sfm),d(ibr),t(ibr),d(ibe),t(ibe),d(ibm),t(ibm),d(ifr),t(ifr),d(ife),t(ife),d(ifm),t(ifm)
wt_100_011.txt,64.29,6.33,35.79,7.46,27.72,1.89,68.38,6.23,16.07,6.16,27.72,1.62,0.94,290.29,0.76,281.32,0.43,252.68,1.67,3811.79,1.80,3940.08,1.67,2985.02,41.95,58.34,23.69,53.55,27.54,21.18,48.41,211.55,16.12,171.73,27.54,53.11
wt_100_012.txt,55.94,7.37,25.62,8.63,25.81,2.52,82.07,6.89,20.04,6.69,25.81,2.15,0.93,339.51,0.41,330.07,0.49,261.86,1.39,4778.01,0.88,4387.39,1.93,2851.71,43.91,76.21,31.83,46.88,23.89,32.01,29.74,199.79,20.04,179.74,23.28,76.33
wt_100_013.txt,130.41,7.04,52.93,8.46,57.36,3.06,96.73,5.43,46.81,6.92,57.47,2.58,0.98,340.04,0.32,374.15,0.49,325.01,0.26,5215.32,0.38,4467.74,0.38,3693.65,60.97,47.67,49.54,58.14,56.37,26.32,67.18,166.01,46.89,185.76,54.61,84.85
wt_100_014.txt,93.72,7.28,51.46,7.00,60.50,2.91,93.94,6.83,49.35,5.66,60.40,2.62,1.42,308.34,0.79,317.85,0.09,267.04,0.11,5189.88,0.05,4168.64,0.12,3678.05,43.66,35.77,51.00,38.13,52.59,40.99,56.02,211.51,49.37,150.95,51.50,104.48
wt_100_015.txt,70.67,9.64,47.83,7.16,52.98,1.96,84.30,5.58,42.53,6.12,52.98,1.73,2.46,315.40,0.87,287.97,0.09,266.17,0.73,3949.32,0.78,3845.77,0.32,3254.12,46.60,42.73,49.45,42.93,52.80,27.61,52.64,221.65,42.53,165.06,52.80,55.38
wt_100_016.txt,40.09,14.71,9.95,14.76,10.64,4.76,46.49,9.70,6.53,9.34,10.64,3.44,0.24,533.55,0.11,491.83,0.65,459.22,0.26,7518.51,0.26,7698.24,0.26,5598.11,14.25,72.32,6.53,90.62,10.59,45.19,11.48,251.33,6.53,240.04,10.59,106.23
wt_100_017.txt,38.59,15.30,12.33,15.91,15.98,6.06,38.63,8.88,8.29,9.44,15.97,4.64,0.46,498.74,0.24,473.11,0.68,409.53,0.00,6805.79,0.54,6802.71,0.00,5608.57,14.37,95.94,13.81,81.08,14.99,43.09,10.78,261.81,8.29,247.58,14.97,152.83
wt_100_018.txt,29.30,15.88,12.89,16.92,16.63,4.53,29.14,10.08,9.02,11.03,16.63,3.50,0.22,517.32,0.34,523.64,0.81,436.28,0.62,7160.50,0.16,6826.97,0.35,5987.78,13.93,70.40,14.19,80.00,14.76,59.63,14.02,286.05,9.31,262.94,14.78,115.74
wt_100_019.txt,30.66,15.25,9.94,16.09,11.42,5.71,29.97,9.58,7.71,9.80,11.42,4.20,0.19,454.53,0.37,441.11,0.03,316.60,0.44,7076.55,0.44,6935.47,0.44,5314.15,14.05,82.65,13.87,76.98,10.33,47.94,13.42,268.69,7.71,248.59,10.04,138.86
wt_100_020.txt,41.53,12.27,16.49,14.38,12.16,3.59,35.56,10.33,7.35,9.02,12.16,2.61,0.36,529.96,0.27,460.63,0.68,408.04,0.18,6865.51,0.17,6154.62,0.18,4191.48,14.81,87.71,9.07,89.50,12.16,27.44,15.35,270.80,7.27,228.60,12.16,82.32
wt_100_021.txt,2.85,22.10,0.29,25.87,2.02,10.25,1.72,12.38,0.00,13.77,2.02,7.42,0.01,595.22,0.01,639.75,0.00,540.31,0.01,8800.78,0.01,9530.39,0.01,7454.99,0.01,70.78,0.01,90.13,1.27,55.91,0.19,263.39,0.00,292.40,0.64,195.50
wt_100_022.txt,3.35,21.26,0.27,27.17,4.78,8.08,2.22,11.84,0.01,12.69,4.78,5.33,0.00,558.93,0.02,601.44,0.00,552.00,0.02,9962.13,0.02,10190.21,0.02,7392.08,0.08,65.77,0.01,92.87,2.07,82.30,0.16,280.12,0.00,286.22,1.50,161.14
wt_100_023.txt,5.84,23.22,0.78,23.38,2.03,8.52,1.64,12.81,0.01,11.36,2.03,5.24,0.04,594.28,0.01,543.13,0.02,497.51,0.04,8888.99,0.04,9411.20,0.04,6611.55,0.05,65.82,0.00,84.56,1.17,59.31,0.16,267.25,0.01,276.22,1.18,147.86
wt_100_024.txt,2.32,26.15,0.16,24.32,3.27,7.91,2.59,10.95,0.00,11.77,3.27,5.41,0.02,585.87,0.00,600.67,0.03,473.11,0.00,10164.24,0.00,9130.98,0.00,6311.80,0.06,79.20,0.28,66.99,0.44,88.43,0.03,285.96,0.01,269.31,0.74,177.77
wt_100_025.txt,5.19,20.65,0.13,21.60,1.63,7.37,3.33,11.22,0.00,10.73,1.63,5.03,0.02,601.60,0.01,616.45,0.01,572.28,0.02,9189.81,0.02,10004.09,0.02,6887.40,0.05,61.03,0.01,78.94,0.51,65.98,0.00,280.37,0.00,259.12,0.44,153.91
wt_100_026.txt,366450.00,1.49,0.00,0.01,0.00,0.01,258050.00,1.94,0.00,0.01,0.00,0.01,300.00,81.08,0.00,4.29,0.00,4.26,0.00,140.75,0.00,4.38,0.00,4.26,113437.50,14.27,0.00,0.37,0.00,0.39,76437.50,85.79,0.00,0.37,0.00,0.37
wt_100_027.txt,4437.05,0.69,121.59,0.07,132.73,0.03,8586.91,1.35,121.59,0.07,132.73,0.03,42.48,84.43,16.30,8.62,0.00,17.51,14.62,500.02,17.97,55.45,14.62,17.40,1733.70,14.73,121.59,2.60,121.59,1.90,1414.48,55.16,121.59,2.40,121.59,1.79
wt_100_028.txt,123707.41,1.30,0.00,0.01,0.00,0.01,129066.67,0.88,0.00,0.01,0.00,0.01,455.56,67.61,0.00,4.32,0.00,4.30,0.00,261.47,0.00,4.37,0.00,4.26,47737.04,13.26,0.00,0.37,0.00,0.37,26159.26,60.37,0.00,0.39,0.00,0.37
wt_100_029.txt,13597.92,2.01,131.25,0.03,131.25,0.02,9951.25,1.15,0.00,0.05,131.25,0.02,58.96,102.46,0.42,18.86,0.00,9.59,58.96,402.32,58.96,29.53,58.96,12.56,3258.33,28.41,131.25,1.11,131.25,0.74,1311.88,78.02,0.00,1.79,131.25,0.73
wt_100_030.txt,123618.00,1.26,0.00,0.01,0.00,0.01,82650.00,2.29,0.00,0.01,0.00,0.01,0.00,84.32,0.00,4.30,0.00,4.26,0.00,544.17,0.00,4.31,0.00,4.26,19084.00,16.82,0.00,0.37,0.00,0.37,24754.00,90.12,0.00,0.37,0.00,0.40
wt_100_031.txt,360.31,2.89,121.23,1.22,128.22,0.47,421.98,3.02,105.50,1.19,128.22,0.43,0.63,198.24,0.17,130.29,0.68,113.41,1.93,1280.57,0.41,627.23,0.86,580.64,186.13,35.13,117.94,12.32,127.66,6.07,107.15,134.25,105.50,41.93,127.66,16.37
wt_100_032.txt,608.69,4.52,98.54,1.93,95.09,0.35,466.83,3.41,50.55,1.70,95.09,0.33,8.50,217.93,3.68,167.52,2.28,99.29,7.18,1562.21,1.79,875.70,4.94,457.57,286.87,43.07,95.69,19.66,95.09,5.76,202.57,154.89,50.55,56.47,95.09,11.73
wt_100_033.txt,450.75,3.72,104.51,1.91,121.28,0.36,223.20,1.90,66.02,1.78,121.28,0.34,7.89,220.65,2.01,200.08,0.20,159.42,2.50,1867.02,9.70,1003.44,5.77,859.13,177.14,49.02,90.35,26.47,113.26,12.38,136.48,134.06,65.31,60.29,113.26,18.78
wt_100_034.txt,455.25,5.34,69.48,1.45,80.93,0.47,606.29,2.86,24.34,1.71,80.93,0.41,7.51,329.30,1.51,156.61,0.10,126.73,8.16,1880.77,8.16,813.31,0.84,646.50,285.21,37.85,27.17,22.17,35.91,20.49,226.08,182.02,24.29,56.32,28.12,35.53
wt_100_035.txt,500.83,3.11,89.74,1.49,79.11,0.40,596.75,2.03,67.71,1.35,79.11,0.39,3.55,235.12,2.68,117.57,1.80,106.01,7.02,1631.79,9.82,718.99,6.53,636.87,245.25,43.06,78.21,17.96,75.71,11.67,172.59,173.18,68.62,45.05,75.71,16.28
wt_100_036.txt,149.97,7.12,46.69,5.10,50.99,1.26,141.98,6.35,25.76,5.27,50.99,1.20,2.37,396.39,4.31,275.76,2.28,259.09,8.97,3872.34,5.59,3651.11,5.59,2484.77,46.06,67.10,39.97,41.14,42.59,22.43,44.82,244.26,25.76,141.06,43.43,50.91
wt_100_037.txt,134.42,7.42,31.24,7.75,44.69,1.16,109.43,5.51,15.96,7.38,44.69,1.00,1.57,400.65,2.44,380.04,1.35,250.49,2.98,3906.44,2.21,4063.59,3.00,2866.80,41.88,61.72,32.84,60.26,40.11,34.31,55.57,185.69,15.96,191.33,38.41,52.09
wt_100_038.txt,185.68,7.98,59.98,6.24,82.13,1.77,178.37,6.31,45.04,5.35,82.13,1.71,4.22,315.57,2.42,294.13,0.74,261.73,1.70,3136.78,1.70,2997.66,1.40,2855.13,97.39,74.70,68.83,55.70,71.26,30.13,90.11,242.07,45.04,145.37,77.94,58.00
wt_100_039.txt,118.23,7.75,39.92,7.02,36.67,1.50,85.87,5.89,12.94,5.97,36.86,1.35,1.30,366.58,1.37,277.05,0.10,226.52,3.41,2482.21,3.22,2294.24,4.54,1650.86,77.63,71.18,42.58,63.00,32.87,27.19,31.75,218.63,12.88,164.27,31.86,55.44
wt_100_040.txt,166.64,6.28,60.99,6.44,55.34,1.03,127.13,4.81,26.80,6.62,55.34,0.98,0.14,425.92,2.52,390.74,1.21,349.98,1.12,3949.10,1.01,3403.65,0.01,2881.90,111.12,71.81,55.58,49.45,55.34,12.15,111.12,176.00,26.80,177.96,55.34,30.52
wt_100_041.txt,50.81,13.54,11.70,14.01,17.94,5.29,32.22,10.52,0.09,9.34,17.94,3.72,0.00,632.77,0.36,597.34,0.39,552.60,0.54,7092.52,0.55,6244.98,0.54,5354.88,11.94,115.08,8.36,89.85,8.88,71.06,0.70,295.38,0.13,214.66,7.41,143.43
wt_100_042.txt,45.53,11.67,13.29,14.55,17.13,3.92,47.01,7.36,1.27,9.51,17.10,2.99,0.10,612.83,0.30,568.29,0.21,386.72,0.29,6413.54,0.32,6392.74,0.54,5052.65,11.92,104.52,9.26,105.00,16.87,23.19,2.51,299.06,1.29,231.56,16.84,94.07
wt_100_043.txt,53.92,14.87,54.35,12.19,14.56,3.71,56.38,10.24,1.61,10.49,14.76,2.67,0.39,558.45,0.56,596.53,1.02,532.14,0.70,5913.89,0.30,6639.38,0.15,4535.27,21.53,83.16,21.61,89.34,12.75,36.18,1.83,282.26,1.66,253.86,11.75,97.71
wt_100_044.txt,38.02,14.40,17.25,13.55,13.88,3.09,39.30,10.69,0.16,10.04,13.88,2.45,0.27,602.76,0.83,700.65,1.44,489.08,0.45,6107.38,1.44,5693.89,0.57,4245.57,23.36,57.02,10.29,77.36,13.02,23.95,6.49,278.17,0.49,237.70,12.22,81.66
wt_100_045.txt,48.50,15.05,30.94,13.69,22.82,3.54,79.73,9.73,0.12,10.34,22.82,2.74,0.94,600.64,0.52,571.73,0.92,436.50,0.19,6446.86,0.60,6687.02,0.24,4320.74,10.48,81.27,19.39,83.93,22.45,32.94,16.74,233.04,0.39,239.28,22.19,84.23
wt_100_046.txt,6.37,23.37,1.64,22.74,7.63,7.81,3.96,12.12,0.01,11.45,7.62,5.04,0.03,574.15,0.00,575.51,0.04,651.20,0.03,9428.00,0.03,9940.88,0.09,7610.03,0.19,72.14,0.06,78.78,0.96,92.70,0.06,279.62,0.02,275.07,0.61,187.04
wt_100_047.txt,7.79,25.55,1.67,22.46,2.34,7.56,1.73,11.44,0.05,11.32,2.34,4.76,0.02,605.51,0.00,556.33,0.00,556.44,0.06,8205.34,0.07,9106.34,0.06,5595.27,0.14,64.83,1.41,67.33,0.72,75.28,0.04,285.22,0.04,270.97,1.33,141.67
wt_100_048.txt,18.74,16.37,12.98,19.26,5.53,5.98,13.13,9.98,0.02,11.74,5.64,3.90,0.05,651.30,0.02,588.23,0.12,572.18,0.11,7327.00,0.11,9131.97,0.11,6561.01,0.29,61.85,1.13,88.32,2.13,79.18,0.46,284.02,0.01,265.96,1.46,153.41
wt_100_049.txt,22.30,16.85,0.93,23.71,5.25,4.54,8.33,9.38,0.01,11.99,5.25,3.19,0.00,541.44,0.04,634.47,0.02,776.87,0.03,9885.60,0.03,9652.65,0.03,5545.50,0.14,67.60,0.03,69.72,0.56,84.63,0.27,265.22,0.01,282.98,1.16,124.22
wt_100_050.txt,17.01,18.57,2.91,22.83,5.34,5.14,6.89,10.46,0.04,11.81,5.37,3.73,0.02,636.39,0.02,623.84,0.09,484.70,0.06,8982.73,0.06,9446.94,0.05,5884.08,0.07,72.62,1.37,105.53,1.40,55.73,0.13,257.82,0.04,279.14,1.37,143.10
wt_100_051.txt,(39789),2.15,(0),0.01,(0),0.01,(42148),1.82,(0),0.01,(0),0.01,(0),89.80,(0),4.44,(0),4.26,(0),222.10,(0),4.39,(0),4.27,(9841),21.49,(0),0.37,(0),0.37,(7998),96.70,(0),0.37,(0),0.37
wt_100_052.txt,(21360),2.44,(0),0.01,(0),0.01,(48628),1.17,(0),0.01,(0),0.01,(0),73.57,(0),4.32,(0),4.32,(0),192.61,(0),4.29,(0),4.27,(8805),13.23,(0),0.37,(0),0.38,(2872),93.14,(0),0.37,(0),0.37
wt_100_053.txt,(43790),3.04,(0),0.01,(0),0.01,(54752),1.32,(0),0.01,(0),0.01,(0),87.73,(0),4.37,(0),4.32,(0),283.69,(0),4.26,(0),4.28,(12096),20.04,(0),0.37,(0),0.37,(9994),91.92,(0),0.37,(0),0.37
wt_100_054.txt,(38249),2.73,(0),0.01,(0),0.01,(53990),2.21,(0),0.01,(0),0.01,(0),68.27,(0),4.27,(0),4.46,(0),383.94,(0),4.26,(0),4.31,(9770),26.08,(0),0.37,(0),0.37,(8956),102.92,(0),0.40,(0),0.37
wt_100_055.txt,(36681),1.41,(0),0.01,(0),0.01,(41496),1.51,(0),0.01,(0),0.01,(0),63.92,(0),4.51,(0),4.26,(0),149.25,(0),4.27,(0),4.33,(8539),17.70,(0),0.37,(0),0.37,(3934),52.83,(0),0.37,(0),0.37
wt_100_056.txt,1063.12,4.24,107.16,0.75,126.86,0.17,1385.84,2.42,62.12,0.64,126.86,0.14,5.13,220.54,5.65,108.94,4.90,69.86,12.48,1559.55,12.48,402.89,4.78,344.53,614.61,51.53,131.03,8.54,64.90,7.86,234.53,196.96,62.12,22.89,64.90,14.20
wt_100_057.txt,1093.73,3.87,74.25,0.64,76.31,0.14,1081.64,1.82,74.25,0.55,76.31,0.12,4.91,235.49,4.29,65.47,4.06,58.10,13.87,901.83,13.87,253.29,13.87,215.61,374.44,47.19,74.25,7.07,76.31,2.65,171.56,165.55,74.25,19.04,76.31,4.58
wt_100_058.txt,1162.86,3.33,104.63,1.49,156.76,0.17,892.53,2.46,40.22,1.32,156.76,0.13,32.16,278.69,4.03,167.79,6.33,98.35,8.36,1689.76,4.16,968.43,4.52,531.89,464.32,43.28,39.61,24.37,98.12,14.25,217.70,195.92,40.22,45.39,96.85,19.87
wt_100_059.txt,1894.11,3.11,153.07,0.55,180.01,0.10,1165.62,3.68,133.37,0.63,180.01,0.09,0.49,212.70,0.45,52.09,0.00,43.46,2.40,1357.00,2.40,377.30,18.63,277.01,376.36,29.13,145.60,12.10,171.94,3.77,457.35,178.52,133.37,24.89,171.94,5.94
wt_100_060.txt,1035.14,4.35,87.31,0.82,88.20,0.07,659.37,2.62,64.82,0.85,88.20,0.06,7.65,279.63,5.49,143.33,3.18,109.78,23.76,1192.30,14.15,478.22,0.04,609.31,279.02,33.64,85.89,10.52,81.93,4.46,250.48,200.24,64.23,28.08,81.93,4.45
wt_100_061.txt,308.95,8.18,78.31,8.26,107.20,0.88,372.27,6.16,30.33,5.98,106.92,0.75,1.16,490.00,9.07,371.90,2.08,263.32,1.46,2907.34,1.47,2950.88,1.46,1824.76,99.24,84.90,91.75,80.96,76.51,37.06,54.70,278.57,31.49,151.67,58.34,65.15
wt_100_062.txt,261.59,8.57,105.75,6.34,100.23,0.89,271.80,7.63,24.66,6.53,100.23,0.83,3.86,519.23,4.84,395.31,1.17,288.74,3.57,3084.29,5.48,3143.53,5.48,2395.85,87.78,79.44,113.81,54.66,97.37,15.00,76.01,198.06,25.85,164.51,96.57,28.49
wt_100_063.txt,229.51,10.54,101.57,5.18,70.13,0.91,289.73,6.24,14.32,5.70,70.13,0.83,3.69,541.87,7.68,489.71,2.74,281.93,6.17,3585.74,4.99,3022.71,3.31,1669.75,103.56,75.16,57.90,81.40,48.61,37.83,54.71,253.39,14.43,156.99,43.03,56.10
wt_100_064.txt,233.23,7.54,55.81,5.05,81.60,1.64,206.29,6.11,37.82,4.60,82.40,1.48,2.36,382.22,2.59,315.31,0.68,255.38,4.62,3024.74,4.61,2374.59,4.61,1846.56,84.10,78.17,82.75,55.31,57.38,47.23,45.18,274.46,32.96,141.92,57.13,74.42
wt_100_065.txt,337.30,4.97,122.52,4.20,76.60,0.97,231.36,5.94,29.78,4.72,76.60,0.89,6.61,356.74,6.26,297.37,1.11,250.18,9.90,2383.99,8.72,1796.89,6.51,1430.68,154.87,47.01,76.12,42.90,69.04,20.95,66.40,225.71,29.14,134.75,68.99,33.27
wt_100_066.txt,72.93,14.05,17.45,13.33,33.01,2.28,92.64,8.67,0.13,9.48,33.01,1.78,0.32,683.71,0.63,623.26,1.74,573.76,0.38,6467.97,0.42,6926.36,0.25,5156.86,8.25,100.90,14.57,77.86,16.01,42.71,1.39,328.09,0.12,217.30,16.34,98.02
wt_100_067.txt,70.65,13.07,27.16,14.00,23.10,2.02,68.10,8.50,0.32,10.52,23.16,1.58,0.24,644.64,0.43,614.01,0.69,584.81,0.58,6746.44,0.87,6752.71,0.36,4573.20,20.06,65.85,10.79,122.13,20.07,34.60,2.22,258.39,0.24,256.86,19.19,65.44
wt_100_068.txt,34.13,14.56,16.77,13.63,18.78,2.36,45.23,11.17,0.06,8.93,18.78,1.78,0.20,561.01,0.16,596.86,0.60,666.70,0.44,6279.45,0.46,6833.90,0.47,4554.00,2.79,75.84,4.47,115.79,11.54,55.36,2.04,269.84,0.08,221.88,8.66,96.07
wt_100_069.txt,92.37,13.21,63.84,12.81,34.40,2.54,68.86,8.92,0.72,10.40,34.40,1.80,0.48,622.98,1.69,765.15,0.65,440.16,0.89,4879.55,0.89,6106.78,0.92,4068.39,14.20,85.35,20.81,116.68,28.25,37.47,10.04,261.48,0.68,251.68,21.70,89.75
wt_100_070.txt,105.78,12.45,38.90,10.25,19.58,2.42,81.47,9.02,0.06,7.56,19.58,1.87,0.71,524.99,1.02,661.36,0.59,383.21,3.39,4701.00,2.26,4912.34,0.92,3405.48,17.54,101.23,16.46,82.22,15.52,40.00,7.97,294.32,0.05,192.81,17.13,66.28
wt_100_071.txt,30.12,17.01,4.42,22.12,12.06,4.92,20.08,11.16,0.01,12.28,12.13,3.11,0.01,611.73,0.02,587.83,0.09,550.31,0.18,8768.41,0.09,9205.29,0.12,6211.30,1.63,78.71,1.40,62.04,1.42,124.13,0.26,265.49,0.01,288.63,1.14,152.44
wt_100_072.txt,18.37,18.75,11.23,16.33,6.91,5.13,15.07,9.20,0.04,9.92,5.83,3.75,0.02,734.36,0.05,569.60,0.06,637.43,0.05,9332.99,0.03,8540.32,0.04,5977.76,0.28,80.30,0.74,98.75,3.15,77.42,0.09,319.82,0.04,241.61,1.26,144.95
wt_100_073.txt,18.52,18.56,5.72,18.50,13.58,6.65,10.11,10.41,0.03,10.24,13.58,4.64,0.01,643.92,0.00,604.71,0.00,535.83,0.01,9384.17,0.01,8567.99,0.01,8668.24,0.02,67.15,0.52,73.31,0.02,91.54,0.03,265.14,0.00,242.45,0.18,202.17
wt_100_074.txt,16.44,16.13,3.49,20.84,4.74,5.81,7.36,10.44,0.02,11.02,4.74,3.84,0.02,602.37,0.00,617.46,0.06,488.34,0.14,8231.54,0.15,9360.09,0.03,6235.00,0.88,68.18,0.43,85.20,2.39,69.52,0.13,358.98,0.02,372.48,1.14,135.97
wt_100_075.txt,19.59,15.45,3.73,19.92,13.58,5.06,14.42,10.12,0.03,10.52,13.58,3.28,0.03,693.88,0.01,696.28,0.08,543.03,0.18,8390.33,0.18,8991.59,0.18,6782.87,0.72,61.30,0.65,82.30,2.91,84.67,0.06,263.04,0.02,250.94,2.64,159.65
wt_100_076.txt,(46776),3.74,(0),0.01,(0),0.01,(39445),1.20,(0),0.01,(0),0.01,(0),92.24,(0),4.36,(0),4.38,(0),298.66,(0),4.27,(0),4.44,(5798),21.46,(0),0.37,(0),0.38,(6670),128.33,(0),0.37,(0),0.37
wt_100_077.txt,(54199),3.33,(0),0.01,(0),0.01,(55894),2.49,(0),0.01,(0),0.01,(0),69.41,(0),4.42,(0),4.58,(0),308.72,(0),4.43,(0),4.32,(6474),28.02,(0),0.37,(0),0.37,(6590),102.37,(0),0.37,(0),0.37
wt_100_078.txt,(98398),2.99,(0),0.01,(0),0.01,(73886),2.88,(0),0.01,(0),0.01,(0),92.13,(0),4.36,(0),4.30,(0),308.70,(0),4.88,(0),4.57,(14772),24.02,(0),0.37,(0),0.37,(5317),75.40,(0),0.39,(0),0.38
wt_100_079.txt,(117150),2.42,(0),0.01,(0),0.01,(96172),2.26,(0),0.02,(0),0.01,(0),87.37,(0),4.48,(0),4.26,(0),189.16,(0),4.32,(0),4.26,(23698),20.46,(0),0.37,(0),0.37,(17407),135.51,(0),0.37,(0),0.37
wt_100_080.txt,(115610),2.14,(0),0.01,(0),0.01,(69204),3.26,(0),0.01,(0),0.01,(0),107.85,(0),4.54,(0),4.45,(0),307.57,(0),4.73,(0),4.81,(36914),27.94,(0),0.41,(0),0.40,(19050),118.34,(0),0.37,(0),0.37
wt_100_081.txt,13762.50,7.00,57.07,0.07,57.07,0.03,13936.57,3.56,42.71,0.07,42.71,0.04,66.50,328.13,11.00,22.00,11.00,21.99,54.79,1838.98,58.43,24.17,16.43,26.10,5917.21,55.93,57.07,2.68,57.07,1.12,1590.21,228.59,42.71,2.66,42.71,1.40
wt_100_082.txt,71919.87,5.30,84.23,0.09,288.01,0.01,82598.42,2.86,84.23,0.06,288.01,0.01,350.47,297.80,8.52,13.75,0.00,13.33,2.52,1328.24,8.52,50.59,0.00,33.84,15607.26,55.68,84.23,2.67,85.17,1.87,20479.81,156.69,84.23,1.83,84.23,1.83
wt_100_083.txt,14665.18,4.90,44.24,0.11,205.58,0.04,15388.66,2.95,44.24,0.10,205.58,0.04,108.64,271.27,28.71,17.24,1.83,27.95,102.27,995.67,16.67,75.66,102.27,45.66,4052.01,46.30,44.24,4.10,44.24,3.34,1863.61,222.16,44.24,3.79,44.24,3.82
wt_100_084.txt,87309.56,4.15,0.00,0.01,0.00,0.01,126635.29,3.78,0.00,0.01,0.00,0.01,0.00,181.86,0.00,4.40,0.00,4.39,161.76,1075.17,0.00,4.26,0.00,4.30,20277.94,50.77,0.00,0.37,0.00,0.37,17309.56,199.65,0.00,0.37,0.00,0.37
wt_100_085.txt,55831.34,5.52,0.00,0.01,0.00,0.02,51897.89,3.65,0.00,0.01,0.00,0.01,866.90,333.04,0.00,4.34,0.00,4.28,20.07,1313.91,0.00,4.34,0.00,4.40,22851.06,38.77,0.00,0.37,0.00,0.37,16770.07,202.88,0.00,0.37,0.00,0.38
wt_100_086.txt,448.11,8.43,106.65,4.26,97.02,0.41,261.52,6.60,21.37,4.18,97.02,0.31,8.69,459.10,10.20,415.84,3.36,374.90,7.25,2108.49,5.77,2029.15,4.38,1112.73,123.16,50.89,75.58,62.56,83.29,24.54,33.56,304.97,21.37,116.45,83.29,21.40
wt_100_087.txt,394.32,7.87,142.10,4.52,109.74,0.59,309.79,5.57,7.05,4.90,109.88,0.50,0.84,627.07,5.65,362.18,0.16,337.26,3.53,3138.47,1.70,3371.43,2.18,1920.82,80.68,75.97,86.81,66.88,102.37,21.40,78.45,215.29,7.02,133.29,102.74,25.00
