filename,d(ebr),t(ebr),d(ebe),t(ebe),d(ebm),t(ebm),d(efr),t(efr),d(efe),t(efe),d(efm),t(efm),d(sbr),t(sbr),d(sbe),t(sbe),d(sbm),t(sbm),d(sfr),t(sfr),d(sfe),t(sfe),d(sfm),t(sfm),d(ibr),t(ibr),d(ibe),t(ibe),d(ibm),t(ibm),d(ifr),t(ifr),d(ife),t(ife),d(ifm),t(ifm)
wt_50_057.txt,261.86,0.48,69.99,0.14,72.74,0.05,745.34,0.55,55.42,0.13,72.74,0.05,27.48,14.09,2.96,8.44,0.00,5.79,7.50,57.54,7.28,15.98,7.28,7.84,269.45,3.19,72.85,1.75,72.74,0.66,118.67,11.01,55.42,2.19,72.74,0.86
wt_50_058.txt,674.43,0.41,61.38,0.15,93.97,0.02,916.30,0.50,61.38,0.12,93.97,0.02,0.00,16.18,0.71,5.89,0.00,3.22,12.29,54.41,12.29,19.34,0.00,12.64,297.78,5.72,61.38,1.63,93.97,0.40,298.33,12.89,61.38,2.15,93.97,0.32
wt_50_059.txt,823.47,0.58,204.01,0.29,138.99,0.05,1234.32,0.42,76.53,0.31,138.99,0.03,18.22,22.66,23.85,9.90,0.00,9.37,0.00,41.90,5.65,26.41,0.48,23.67,270.50,3.44,118.54,3.71,133.95,0.81,233.29,13.22,76.53,4.54,133.95,0.68
wt_50_060.txt,427.03,0.46,100.36,0.22,122.93,0.05,739.43,0.60,54.35,0.17,122.93,0.05,14.46,15.97,3.07,8.58,1.93,6.66,19.31,63.36,12.42,43.37,9.99,10.42,177.69,3.48,97.51,2.43,111.81,0.94,311.42,10.31,54.35,2.83,106.71,0.79
wt_50_061.txt,151.06,1.09,37.28,1.00,101.42,0.19,120.71,1.03,25.44,0.77,101.42,0.15,3.44,32.22,3.29,22.07,1.71,16.39,4.99,112.19,4.47,93.68,3.47,73.60,68.25,4.63,46.76,5.84,99.30,1.95,44.77,13.23,25.15,10.98,99.30,2.74
wt_50_062.txt,385.65,1.18,59.60,0.73,39.72,0.13,199.97,0.81,24.89,0.60,39.72,0.09,4.50,30.14,8.01,25.81,3.05,18.75,2.84,110.76,2.62,103.99,0.39,46.82,100.59,5.25,35.76,6.11,39.72,1.54,39.52,16.49,24.32,7.49,39.72,1.46
wt_50_063.txt,209.62,1.26,83.20,0.82,57.79,0.12,226.33,0.55,16.59,0.70,57.79,0.11,3.47,33.50,2.51,22.57,0.65,18.04,6.95,174.45,7.00,118.12,2.38,71.90,118.60,4.24,83.86,4.84,57.79,1.19,44.19,17.28,16.59,9.38,57.79,1.83
wt_50_064.txt,319.12,0.96,101.55,0.82,142.47,0.27,272.02,0.82,36.40,0.69,140.65,0.23,2.90,35.62,5.18,21.64,0.85,21.99,2.65,112.68,2.94,102.86,2.65,90.45,122.31,5.04,61.29,7.03,85.57,5.27,54.35,18.20,36.40,9.33,89.83,5.23
wt_50_065.txt,264.26,0.88,57.51,0.84,78.04,0.06,256.98,0.61,14.67,0.69,77.45,0.05,5.30,27.70,8.09,17.24,1.11,17.34,6.83,75.80,7.43,76.35,1.27,52.02,61.89,5.50,45.40,6.28,63.06,2.49,48.05,15.66,14.67,9.03,59.05,1.85
wt_50_066.txt,41.81,1.77,5.78,1.86,15.24,0.27,55.05,1.06,0.13,1.11,15.24,0.24,0.09,41.67,0.11,39.90,0.21,27.72,0.00,204.68,0.02,210.01,0.00,145.49,1.31,7.18,5.65,8.99,6.76,3.96,8.85,18.24,0.12,13.86,7.11,6.98
wt_50_067.txt,43.72,1.78,11.87,1.39,11.36,0.41,22.67,1.35,1.22,1.01,11.36,0.33,0.76,41.50,0.09,43.42,1.58,25.73,0.76,238.55,0.74,220.17,0.78,139.37,4.60,7.00,5.39,7.50,9.68,2.75,1.35,20.81,0.92,12.51,11.26,5.12
wt_50_068.txt,52.28,2.43,9.33,1.84,39.05,0.81,41.77,1.28,0.84,1.07,39.05,0.63,1.05,38.04,0.00,43.64,1.11,27.80,1.49,200.57,0.84,216.49,0.84,248.77,8.27,11.56,7.80,11.75,10.64,9.95,16.80,17.97,0.84,13.90,14.65,14.03
wt_50_069.txt,38.76,1.62,24.47,1.72,35.32,0.50,27.36,1.12,0.19,1.26,37.60,0.35,0.25,44.46,0.01,45.73,0.87,40.73,0.44,219.37,0.52,246.31,0.44,215.84,0.69,10.63,12.09,7.92,17.21,5.96,3.22,18.59,0.17,15.61,12.66,8.38
wt_50_070.txt,48.19,1.67,28.67,1.56,30.85,0.36,60.69,0.91,0.28,1.13,30.86,0.25,0.93,39.81,1.11,45.72,3.15,32.54,1.16,201.64,1.16,236.79,1.13,146.84,18.01,7.67,11.28,9.89,13.54,6.76,10.65,16.46,0.28,14.15,14.16,6.71
wt_50_071.txt,9.03,2.34,21.88,2.31,12.56,0.84,12.94,1.50,0.39,1.54,12.56,0.55,0.00,43.68,0.00,42.31,0.19,28.27,0.00,183.39,0.00,243.95,0.00,186.55,3.19,6.80,2.99,10.60,9.64,4.76,0.47,16.71,0.39,16.73,9.64,9.40
wt_50_072.txt,18.74,2.61,5.49,2.64,7.55,0.70,10.02,1.55,0.05,1.48,7.55,0.52,0.05,38.11,0.00,40.58,0.06,30.04,0.02,258.57,0.02,291.12,0.02,206.30,1.94,6.89,0.12,7.70,4.72,9.17,0.36,18.72,0.04,17.73,1.85,10.95
wt_50_073.txt,29.18,3.02,2.95,2.51,8.70,0.47,23.55,1.21,0.01,1.35,8.70,0.35,0.23,40.57,0.02,34.01,0.14,28.20,0.15,261.33,0.19,273.66,0.15,156.00,1.81,8.35,8.33,6.63,5.60,4.63,0.20,17.81,0.02,16.28,5.60,6.50
wt_50_074.txt,22.29,2.60,6.25,2.42,6.59,0.67,7.38,1.26,0.06,1.22,6.59,0.46,0.06,35.41,0.12,36.12,0.09,39.68,0.12,308.47,0.12,285.09,0.12,196.56,0.06,9.52,0.70,7.69,3.12,6.89,0.26,20.37,0.01,14.16,1.17,8.99
wt_50_075.txt,11.85,2.84,12.27,2.20,10.18,0.71,6.60,1.41,0.04,1.33,10.18,0.51,0.01,36.78,0.06,39.29,0.09,30.73,0.13,284.87,0.20,277.94,0.13,205.87,0.37,5.70,0.32,8.57,6.35,5.33,0.08,14.96,0.02,15.68,4.22,9.57
wt_50_076.txt,(20677),0.67,(0),0.01,(0),0.01,(12113),0.43,(0),0.01,(0),0.01,(0),6.36,(0),0.61,(0),0.57,(0),10.32,(0),0.64,(0),0.64,(1341),2.78,(0),0.10,(0),0.10,(5517),7.74,(0),0.10,(0),0.10
wt_50_077.txt,(10271),0.53,(0),0.01,(0),0.01,(7642),0.37,(0),0.01,(0),0.01,(0),8.69,(0),0.58,(0),0.60,(0),18.31,(0),0.64,(0),0.63,(3490),3.38,(0),0.10,(0),0.10,(9184),10.51,(0),0.10,(0),0.10
wt_50_078.txt,(35966),0.24,(0),0.01,(0),0.01,(48),0.26,(0),0.01,(0),0.01,(0),4.19,(0),0.60,(0),0.58,(0),8.44,(0),0.57,(0),0.58,(1434),1.58,(0),0.09,(0),0.10,(30),4.35,(0),0.10,(0),0.10
wt_50_079.txt,(4172),0.32,(0),0.01,(0),0.01,(14119),0.20,(0),0.01,(0),0.01,(0),5.01,(0),0.59,(0),0.59,(0),14.95,(0),0.64,(0),0.64,(4846),2.00,(0),0.10,(0),0.10,(1838),7.94,(0),0.10,(0),0.10
wt_50_080.txt,(9173),0.17,(0),0.07,(0),0.01,(15814),0.28,(0),0.01,(0),0.01,(0),6.82,(0),0.59,(0),0.57,(0),9.19,(0),0.71,(0),0.64,(4474),2.76,(0),0.10,(0),0.10,(4604),9.98,(0),0.10,(0),0.10
wt_50_081.txt,3146.57,0.73,81.86,0.02,81.86,0.03,8083.70,0.39,81.86,0.01,81.86,0.02,50.49,20.95,3.68,1.28,0.00,2.57,8.09,55.57,50.49,1.71,50.49,2.38,747.67,5.59,0.00,0.65,0.00,0.74,884.31,13.53,0.00,0.57,0.00,0.73
wt_50_082.txt,681.98,0.47,164.75,0.26,153.99,0.05,1036.40,0.46,69.77,0.27,153.99,0.05,9.04,26.55,17.81,7.88,1.66,12.31,14.43,60.29,4.26,37.36,4.26,31.63,245.44,6.77,158.45,3.40,145.93,1.13,372.64,12.51,69.77,3.59,145.93,1.10
wt_50_083.txt,3939.77,0.50,10.69,0.08,176.36,0.02,2456.42,0.55,0.00,0.06,176.36,0.01,113.57,19.85,26.41,2.62,0.00,4.65,22.92,48.24,23.54,7.42,22.92,6.87,2267.52,3.66,10.69,1.13,68.96,0.76,1295.89,10.60,0.00,1.13,68.96,0.76
wt_50_084.txt,3815.55,0.75,0.59,0.01,0.59,0.01,8401.77,0.63,0.59,0.01,0.59,0.01,167.52,16.91,0.00,1.29,0.00,1.96,24.61,64.12,0.00,1.26,0.00,1.91,1806.30,7.64,0.59,0.10,0.59,0.21,3617.13,11.20,0.59,0.10,0.59,0.20
wt_50_085.txt,960.50,0.94,60.79,0.08,80.48,0.06,315.77,0.78,59.97,0.08,80.48,0.06,30.90,12.10,12.49,4.34,0.42,5.94,12.43,47.31,10.48,9.65,12.43,7.10,387.96,5.30,60.79,0.93,59.97,0.75,308.44,10.33,59.97,1.31,59.97,1.48
wt_50_086.txt,296.86,1.52,74.90,0.68,87.95,0.11,365.05,0.69,11.59,0.57,87.89,0.09,3.32,33.40,3.11,23.82,0.37,17.33,6.10,124.02,0.40,96.77,0.35,79.77,61.70,7.36,52.24,7.75,41.13,6.56,59.52,13.25,11.49,7.61,54.46,2.77
wt_50_087.txt,180.54,1.31,39.43,1.10,58.49,0.17,185.63,0.89,21.46,0.73,58.49,0.10,3.08,39.90,1.26,40.24,2.51,21.71,0.49,148.48,0.74,158.43,0.00,91.66,16.55,8.53,31.10,7.61,36.87,4.57,27.93,17.44,21.43,9.54,36.07,3.75
wt_50_088.txt,264.14,0.85,72.27,0.58,41.60,0.31,144.25,0.78,26.27,0.55,38.68,0.26,2.00,27.49,0.14,29.19,2.17,12.91,0.83,143.84,3.31,68.36,1.10,85.03,42.25,7.81,57.69,3.75,27.31,3.96,29.75,17.19,26.80,6.85,38.68,4.37
